Merilno mesto,GSRN MM,Časovna značka,Leto,Mesec,Energija A+,Energija A-,Energija R+,Energija R-,P+ Prejeta delovna moč,P- Oddana delovna moč,Q+ Prejeta jalova moč,Q- Oddana jalova moč,Blok,Dogovorjena moč,Status odčitka A+,Status odčitka A-,Status odčitka R+,Status odčitka R-,Obračunski podatek
3-5389,383111580014962888,18. 1. 2023 21:30:00,2023,1,19.2500,0.0000,4.0000,0.0000,77.0000,0.0000,16.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 21:45:00,2023,1,20.2500,0.0000,3.7500,0.0000,81.0000,0.0000,15.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 22:00:00,2023,1,17.0000,0.0000,3.7500,0.0000,68.0000,0.0000,15.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 22:15:00,2023,1,16.2500,0.0000,3.2500,0.0000,65.0000,0.0000,13.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 22:30:00,2023,1,15.7500,0.0000,2.5000,0.0000,63.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 22:45:00,2023,1,18.5000,0.0000,2.7500,0.0000,74.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 23:00:00,2023,1,15.5000,0.0000,2.7500,0.0000,62.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 23:15:00,2023,1,15.7500,0.0000,3.0000,0.0000,63.0000,0.0000,12.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 23:30:00,2023,1,15.2500,0.0000,2.0000,0.0000,61.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,18. 1. 2023 23:45:00,2023,1,15.7500,0.0000,2.5000,0.0000,63.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 00:00:00,2023,1,17.5000,0.0000,2.5000,0.0000,70.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 00:15:00,2023,1,16.0000,0.0000,3.0000,0.0000,64.0000,0.0000,12.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 00:30:00,2023,1,15.0000,0.0000,2.7500,0.0000,60.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 00:45:00,2023,1,15.7500,0.0000,2.5000,0.0000,63.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 01:00:00,2023,1,16.5000,0.0000,2.7500,0.0000,66.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 01:15:00,2023,1,16.5000,0.0000,3.0000,0.0000,66.0000,0.0000,12.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 01:30:00,2023,1,14.7500,0.0000,2.7500,0.0000,59.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 01:45:00,2023,1,17.0000,0.0000,2.5000,0.0000,68.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 02:00:00,2023,1,16.0000,0.0000,2.5000,0.0000,64.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 02:15:00,2023,1,19.0000,0.0000,2.7500,0.0000,76.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 02:30:00,2023,1,15.7500,0.0000,1.7500,0.0000,63.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 02:45:00,2023,1,17.2500,0.0000,2.5000,0.0000,69.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 03:00:00,2023,1,16.2500,0.0000,2.5000,0.0000,65.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 03:15:00,2023,1,18.5000,0.0000,2.7500,0.0000,74.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 03:30:00,2023,1,16.7500,0.0000,3.0000,0.0000,67.0000,0.0000,12.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 03:45:00,2023,1,17.5000,0.0000,2.5000,0.0000,70.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 04:00:00,2023,1,16.0000,0.0000,1.7500,0.0000,64.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 04:15:00,2023,1,12.2500,0.0000,1.7500,0.0000,49.0000,0.0000,7.0000,0.0000,3,,1.4.0. 1.4.9. 1.5.257. 1.2.32,1.4.0. 1.4.9. 1.5.257. 1.2.32,1.4.0. 1.4.9. 1.5.257. 1.2.32,1.4.0. 1.4.9. 1.5.257. 1.2.32,Ne
3-5389,383111580014962888,19. 1. 2023 04:30:00,2023,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,,1.5.259,1.5.259,1.5.259,1.5.259,Ne
3-5389,383111580014962888,19. 1. 2023 04:45:00,2023,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,,1.5.259,1.5.259,1.5.259,1.5.259,Ne
3-5389,383111580014962888,19. 1. 2023 05:00:00,2023,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,,1.5.259,1.5.259,1.5.259,1.5.259,Ne
3-5389,383111580014962888,19. 1. 2023 05:15:00,2023,1,14.2500,0.0000,2.2500,0.0000,57.0000,0.0000,9.0000,0.0000,3,,1.4.0. 1.5.257,1.4.0. 1.5.257,1.4.0. 1.5.257,1.4.0. 1.5.257,Ne
3-5389,383111580014962888,19. 1. 2023 05:30:00,2023,1,17.7500,0.0000,1.7500,0.0000,71.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 05:45:00,2023,1,17.0000,0.0000,2.0000,0.0000,68.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 06:00:00,2023,1,17.0000,0.0000,1.7500,0.0000,68.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 06:15:00,2023,1,17.5000,0.0000,2.7500,0.0000,70.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 06:30:00,2023,1,19.2500,0.0000,4.7500,0.0000,77.0000,0.0000,19.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 06:45:00,2023,1,20.7500,0.0000,4.5000,0.0000,83.0000,0.0000,18.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 07:00:00,2023,1,25.0000,0.0000,6.2500,0.0000,100.0000,0.0000,25.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 07:15:00,2023,1,29.0000,0.0000,6.7500,0.0000,116.0000,0.0000,27.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 07:30:00,2023,1,32.7500,0.0000,7.5000,0.0000,131.0000,0.0000,30.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 07:45:00,2023,1,35.0000,0.0000,7.5000,0.0000,140.0000,0.0000,30.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 08:00:00,2023,1,40.0000,0.0000,9.7500,0.0000,160.0000,0.0000,39.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 08:15:00,2023,1,48.0000,0.0000,11.0000,0.0000,192.0000,0.0000,44.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 08:30:00,2023,1,51.0000,0.0000,11.5000,0.0000,204.0000,0.0000,46.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 08:45:00,2023,1,53.7500,0.0000,12.0000,0.0000,215.0000,0.0000,48.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 09:00:00,2023,1,58.2500,0.0000,12.7500,0.0000,233.0000,0.0000,51.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 09:15:00,2023,1,56.5000,0.0000,12.7500,0.0000,226.0000,0.0000,51.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 09:30:00,2023,1,54.2500,0.0000,12.5000,0.0000,217.0000,0.0000,50.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 09:45:00,2023,1,51.5000,0.0000,13.0000,0.0000,206.0000,0.0000,52.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 10:00:00,2023,1,49.7500,0.0000,12.2500,0.0000,199.0000,0.0000,49.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 10:15:00,2023,1,49.5000,0.0000,13.0000,0.0000,198.0000,0.0000,52.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 10:30:00,2023,1,50.5000,0.0000,12.7500,0.0000,202.0000,0.0000,51.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 10:45:00,2023,1,50.0000,0.0000,12.7500,0.0000,200.0000,0.0000,51.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 11:00:00,2023,1,52.7500,0.0000,12.7500,0.0000,211.0000,0.0000,51.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 11:15:00,2023,1,51.0000,0.0000,13.0000,0.0000,204.0000,0.0000,52.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 11:30:00,2023,1,53.5000,0.0000,13.2500,0.0000,214.0000,0.0000,53.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 11:45:00,2023,1,58.5000,0.0000,13.5000,0.0000,234.0000,0.0000,54.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 12:00:00,2023,1,57.5000,0.0000,13.7500,0.0000,230.0000,0.0000,55.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 12:15:00,2023,1,56.5000,0.0000,12.5000,0.0000,226.0000,0.0000,50.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 12:30:00,2023,1,57.0000,0.0000,12.7500,0.0000,228.0000,0.0000,51.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 12:45:00,2023,1,58.0000,0.0000,13.2500,0.0000,232.0000,0.0000,53.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 13:00:00,2023,1,57.5000,0.0000,13.7500,0.0000,230.0000,0.0000,55.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 13:15:00,2023,1,57.2500,0.0000,15.0000,0.0000,229.0000,0.0000,60.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 13:30:00,2023,1,57.0000,0.0000,14.2500,0.0000,228.0000,0.0000,57.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 13:45:00,2023,1,51.5000,0.0000,14.2500,0.0000,206.0000,0.0000,57.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 14:00:00,2023,1,48.7500,0.0000,14.2500,0.0000,195.0000,0.0000,57.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 14:15:00,2023,1,49.2500,0.0000,13.0000,0.0000,197.0000,0.0000,52.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 14:30:00,2023,1,52.2500,0.0000,14.2500,0.0000,209.0000,0.0000,57.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 14:45:00,2023,1,51.0000,0.0000,13.2500,0.0000,204.0000,0.0000,53.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 15:00:00,2023,1,50.5000,0.0000,13.2500,0.0000,202.0000,0.0000,53.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 15:15:00,2023,1,49.5000,0.0000,12.7500,0.0000,198.0000,0.0000,51.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 15:30:00,2023,1,48.5000,0.0000,13.0000,0.0000,194.0000,0.0000,52.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 15:45:00,2023,1,45.0000,0.0000,11.0000,0.0000,180.0000,0.0000,44.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 16:00:00,2023,1,42.7500,0.0000,11.2500,0.0000,171.0000,0.0000,45.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 16:15:00,2023,1,40.0000,0.0000,10.2500,0.0000,160.0000,0.0000,41.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 16:30:00,2023,1,35.5000,0.0000,8.7500,0.0000,142.0000,0.0000,35.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 16:45:00,2023,1,35.2500,0.0000,8.5000,0.0000,141.0000,0.0000,34.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 17:00:00,2023,1,35.0000,0.0000,9.2500,0.0000,140.0000,0.0000,37.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 17:15:00,2023,1,33.5000,0.0000,9.0000,0.0000,134.0000,0.0000,36.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 17:30:00,2023,1,33.2500,0.0000,8.7500,0.0000,133.0000,0.0000,35.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 17:45:00,2023,1,33.0000,0.0000,8.7500,0.0000,132.0000,0.0000,35.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 18:00:00,2023,1,32.5000,0.0000,8.7500,0.0000,130.0000,0.0000,35.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 18:15:00,2023,1,27.7500,0.0000,4.7500,0.0000,111.0000,0.0000,19.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 18:30:00,2023,1,23.0000,0.0000,4.2500,0.0000,92.0000,0.0000,17.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 18:45:00,2023,1,22.2500,0.0000,3.2500,0.2500,89.0000,0.0000,13.0000,1.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 19:00:00,2023,1,26.2500,0.0000,4.0000,0.0000,105.0000,0.0000,16.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 19:15:00,2023,1,27.7500,0.0000,4.0000,0.0000,111.0000,0.0000,16.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 19:30:00,2023,1,27.2500,0.0000,4.2500,0.0000,109.0000,0.0000,17.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 19:45:00,2023,1,26.7500,0.0000,3.5000,0.0000,107.0000,0.0000,14.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 20:00:00,2023,1,24.5000,0.0000,3.7500,0.0000,98.0000,0.0000,15.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 20:15:00,2023,1,19.5000,0.0000,2.5000,0.0000,78.0000,0.0000,10.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 20:30:00,2023,1,19.7500,0.0000,2.7500,0.0000,79.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 20:45:00,2023,1,18.0000,0.0000,2.2500,0.0000,72.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 21:00:00,2023,1,17.5000,0.0000,2.2500,0.0000,70.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 21:15:00,2023,1,17.5000,0.0000,2.0000,0.0000,70.0000,0.0000,8.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 21:30:00,2023,1,17.2500,0.0000,2.2500,0.0000,69.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 21:45:00,2023,1,16.7500,0.0000,1.7500,0.0000,67.0000,0.0000,7.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 22:00:00,2023,1,17.7500,0.0000,2.2500,0.0000,71.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 22:15:00,2023,1,16.7500,0.0000,2.0000,0.0000,67.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 22:30:00,2023,1,17.0000,0.0000,1.7500,0.0000,68.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 22:45:00,2023,1,16.5000,0.0000,1.7500,0.0000,66.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 23:00:00,2023,1,17.2500,0.0000,2.2500,0.0000,69.0000,0.0000,9.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 23:15:00,2023,1,16.7500,0.0000,1.7500,0.0000,67.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 23:30:00,2023,1,16.2500,0.0000,1.5000,0.0000,65.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,19. 1. 2023 23:45:00,2023,1,16.5000,0.0000,1.2500,0.0000,66.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 00:00:00,2023,1,16.2500,0.0000,1.2500,0.0000,65.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 00:15:00,2023,1,16.5000,0.0000,1.2500,0.0000,66.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 00:30:00,2023,1,16.2500,0.0000,1.2500,0.0000,65.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 00:45:00,2023,1,16.2500,0.0000,1.2500,0.0000,65.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 01:00:00,2023,1,16.0000,0.0000,1.2500,0.0000,64.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 01:15:00,2023,1,17.5000,0.0000,1.5000,0.0000,70.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 01:30:00,2023,1,17.2500,0.0000,1.2500,0.0000,69.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 01:45:00,2023,1,17.2500,0.0000,1.5000,0.0000,69.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 02:00:00,2023,1,17.2500,0.0000,1.5000,0.0000,69.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 02:15:00,2023,1,17.5000,0.0000,1.5000,0.0000,70.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 02:30:00,2023,1,17.0000,0.0000,1.2500,0.0000,68.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 02:45:00,2023,1,17.0000,0.0000,1.2500,0.0000,68.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 03:00:00,2023,1,17.2500,0.0000,1.2500,0.0000,69.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 03:15:00,2023,1,17.2500,0.0000,1.2500,0.0000,69.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 03:30:00,2023,1,17.5000,0.0000,1.7500,0.0000,70.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 03:45:00,2023,1,16.0000,0.0000,1.0000,0.0000,64.0000,0.0000,4.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 04:00:00,2023,1,17.0000,0.0000,1.5000,0.0000,68.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 04:15:00,2023,1,16.2500,0.0000,1.5000,0.0000,65.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 04:30:00,2023,1,16.5000,0.0000,1.5000,0.0000,66.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 04:45:00,2023,1,15.7500,0.0000,1.2500,0.0000,63.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 05:00:00,2023,1,17.0000,0.0000,1.7500,0.0000,68.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 05:15:00,2023,1,16.2500,0.0000,1.2500,0.0000,65.0000,0.0000,5.0000,0.0000,3,,1.4.0. 1.4.9. 1.5.257,1.4.0. 1.5.257,1.4.0. 1.5.257,1.4.0. 1.4.9. 1.5.257,Ne
3-5389,383111580014962888,20. 1. 2023 05:30:00,2023,1,17.2500,0.0000,1.7500,0.0000,69.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 05:45:00,2023,1,16.5000,0.0000,1.5000,0.0000,66.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 06:00:00,2023,1,17.7500,0.0000,1.2500,0.0000,71.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 06:15:00,2023,1,18.5000,0.0000,2.5000,0.0000,74.0000,0.0000,10.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 06:30:00,2023,1,22.7500,0.0000,4.2500,0.0000,91.0000,0.0000,17.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 06:45:00,2023,1,29.5000,0.0000,6.0000,0.0000,118.0000,0.0000,24.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 07:00:00,2023,1,30.2500,0.0000,7.0000,0.0000,121.0000,0.0000,28.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 07:15:00,2023,1,35.7500,0.0000,7.0000,0.0000,143.0000,0.0000,28.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 07:30:00,2023,1,40.0000,0.0000,8.5000,0.0000,160.0000,0.0000,34.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 07:45:00,2023,1,41.5000,0.0000,8.2500,0.0000,166.0000,0.0000,33.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 08:00:00,2023,1,44.7500,0.0000,9.5000,0.0000,179.0000,0.0000,38.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 08:15:00,2023,1,46.2500,0.0000,11.2500,0.0000,185.0000,0.0000,45.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 08:30:00,2023,1,48.5000,0.0000,11.5000,0.0000,194.0000,0.0000,46.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 08:45:00,2023,1,49.7500,0.0000,11.2500,0.0000,199.0000,0.0000,45.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 09:00:00,2023,1,51.5000,0.0000,11.2500,0.2500,206.0000,0.0000,45.0000,1.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 09:15:00,2023,1,54.7500,0.0000,11.2500,0.0000,219.0000,0.0000,45.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 09:30:00,2023,1,55.0000,0.0000,12.2500,0.0000,220.0000,0.0000,49.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 09:45:00,2023,1,54.5000,0.0000,12.5000,0.0000,218.0000,0.0000,50.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 10:00:00,2023,1,50.5000,0.0000,12.5000,0.0000,202.0000,0.0000,50.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 10:15:00,2023,1,49.7500,0.0000,11.7500,0.0000,199.0000,0.0000,47.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 10:30:00,2023,1,48.2500,0.0000,11.7500,0.0000,193.0000,0.0000,47.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 10:45:00,2023,1,49.2500,0.0000,12.2500,0.0000,197.0000,0.0000,49.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 11:00:00,2023,1,47.5000,0.0000,12.0000,0.0000,190.0000,0.0000,48.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 11:15:00,2023,1,51.2500,0.0000,11.7500,0.0000,205.0000,0.0000,47.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 11:30:00,2023,1,53.0000,0.0000,13.5000,0.0000,212.0000,0.0000,54.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 11:45:00,2023,1,58.2500,0.0000,13.0000,0.2500,233.0000,0.0000,52.0000,1.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 12:00:00,2023,1,57.0000,0.0000,14.0000,0.0000,228.0000,0.0000,56.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 12:15:00,2023,1,57.2500,0.0000,14.2500,0.0000,229.0000,0.0000,57.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 12:30:00,2023,1,51.2500,0.0000,13.0000,0.0000,205.0000,0.0000,52.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 12:45:00,2023,1,48.0000,0.0000,10.7500,0.0000,192.0000,0.0000,43.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 13:00:00,2023,1,45.0000,0.0000,11.2500,0.0000,180.0000,0.0000,45.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 13:15:00,2023,1,48.0000,0.0000,12.2500,0.0000,192.0000,0.0000,49.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 13:30:00,2023,1,47.7500,0.0000,11.5000,0.0000,191.0000,0.0000,46.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 13:45:00,2023,1,48.5000,0.0000,11.0000,0.0000,194.0000,0.0000,44.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,20. 1. 2023 14:00:00,2023,1,49.2500,0.0000,12.7500,0.0000,197.0000,0.0000,51.0000,0.0000,1,,,,,,Ne
