Merilno mesto,GSRN MM,Časovna značka,Leto,Mesec,Energija A+,Energija A-,Energija R+,Energija R-,P+ Prejeta delovna moč,P- Oddana delovna moč,Q+ Prejeta jalova moč,Q- Oddana jalova moč,Blok,Dogovorjena moč,Status odčitka A+,Status odčitka A-,Status odčitka R+,Status odčitka R-,Obračunski podatek
3-5389,383111580014962888,23. 3. 2024 22:30:00,2024,3,16.9000,0.0000,3.6000,0.0000,67.6000,0.0000,14.4000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,23. 3. 2024 22:45:00,2024,3,15.7000,0.0000,3.0750,0.0000,62.8000,0.0000,12.3000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,23. 3. 2024 23:00:00,2024,3,15.0500,0.0000,3.3500,0.0000,60.2000,0.0000,13.4000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,23. 3. 2024 23:15:00,2024,3,14.9000,0.0000,2.9000,0.0000,59.6000,0.0000,11.6000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,23. 3. 2024 23:30:00,2024,3,14.7750,0.0000,2.7500,0.0000,59.1000,0.0000,11.0000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,23. 3. 2024 23:45:00,2024,3,15.3000,0.0000,2.7750,0.0000,61.2000,0.0000,11.1000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 00:00:00,2024,3,15.5000,0.0000,3.0750,0.0000,62.0000,0.0000,12.3000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 00:15:00,2024,3,16.8000,0.0000,2.5000,0.0000,67.2000,0.0000,10.0000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 00:30:00,2024,3,16.5000,0.0000,2.7750,0.0000,66.0000,0.0000,11.1000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 00:45:00,2024,3,14.5000,0.0000,2.4250,0.0000,58.0000,0.0000,9.7000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 01:00:00,2024,3,14.9250,0.0000,2.8750,0.0000,59.7000,0.0000,11.5000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 01:15:00,2024,3,15.1750,0.0000,2.8750,0.0000,60.7000,0.0000,11.5000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 01:30:00,2024,3,14.6250,0.0000,2.7500,0.0000,58.5000,0.0000,11.0000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 01:45:00,2024,3,16.9000,0.0000,3.2000,0.0000,67.6000,0.0000,12.8000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 02:00:00,2024,3,15.7500,0.0000,2.9500,0.0000,63.0000,0.0000,11.8000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 02:15:00,2024,3,19.7000,0.0000,3.1250,0.0000,78.8000,0.0000,12.5000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 02:30:00,2024,3,16.2250,0.0000,2.9500,0.0000,64.9000,0.0000,11.8000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 02:45:00,2024,3,16.1250,0.0000,3.0250,0.0000,64.5000,0.0000,12.1000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 03:00:00,2024,3,16.4750,0.0000,3.1250,0.0000,65.9000,0.0000,12.5000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 03:15:00,2024,3,16.0000,0.0000,3.1500,0.0000,64.0000,0.0000,12.6000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 03:30:00,2024,3,16.2750,0.0000,3.2500,0.0000,65.1000,0.0000,13.0000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 03:45:00,2024,3,16.6000,0.0000,3.1250,0.0000,66.4000,0.0000,12.5000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 04:00:00,2024,3,17.2000,0.0000,2.7750,0.0000,68.8000,0.0000,11.1000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 04:15:00,2024,3,18.1500,0.0000,2.6500,0.0000,72.6000,0.0000,10.6000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 04:30:00,2024,3,15.9750,0.0000,2.7500,0.0000,63.9000,0.0000,11.0000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 04:45:00,2024,3,17.1750,0.0000,2.6500,0.0000,68.7000,0.0000,10.6000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 05:00:00,2024,3,16.9000,0.0000,2.9750,0.0000,67.6000,0.0000,11.9000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 05:15:00,2024,3,16.5000,0.0000,2.8750,0.0000,66.0000,0.0000,11.5000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 05:30:00,2024,3,17.1750,0.0000,3.1750,0.0000,68.7000,0.0000,12.7000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 05:45:00,2024,3,16.8500,0.0000,2.8750,0.0000,67.4000,0.0000,11.5000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 06:00:00,2024,3,19.7500,0.0000,2.9000,0.0000,79.0000,0.0000,11.6000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 06:15:00,2024,3,17.4500,0.0000,3.1750,0.0000,69.8000,0.0000,12.7000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 06:30:00,2024,3,16.0750,0.0000,3.0250,0.0000,64.3000,0.0000,12.1000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 06:45:00,2024,3,17.1250,0.0000,3.5000,0.0000,68.5000,0.0000,14.0000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 07:00:00,2024,3,16.4250,0.0000,2.9000,0.0000,65.7000,0.0000,11.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 07:15:00,2024,3,16.1500,0.0000,3.1750,0.0000,64.6000,0.0000,12.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 07:30:00,2024,3,15.8250,0.0000,2.9750,0.0000,63.3000,0.0000,11.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 07:45:00,2024,3,17.4250,0.0000,2.8000,0.0000,69.7000,0.0000,11.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 08:00:00,2024,3,16.1000,0.0000,2.8500,0.0000,64.4000,0.0000,11.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 08:15:00,2024,3,13.9250,0.0000,2.6750,0.0000,55.7000,0.0000,10.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 08:30:00,2024,3,14.4750,0.0000,2.9750,0.0000,57.9000,0.0000,11.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 08:45:00,2024,3,14.9000,0.0000,2.9000,0.0000,59.6000,0.0000,11.6000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 09:00:00,2024,3,14.7250,0.0000,2.8250,0.0000,58.9000,0.0000,11.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 09:15:00,2024,3,14.8500,0.0000,2.9000,0.0000,59.4000,0.0000,11.6000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 09:30:00,2024,3,14.9500,0.0000,2.8000,0.0000,59.8000,0.0000,11.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 09:45:00,2024,3,18.3250,0.0000,3.1250,0.0000,73.3000,0.0000,12.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 10:00:00,2024,3,13.5750,0.0000,2.7750,0.0000,54.3000,0.0000,11.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 10:15:00,2024,3,14.3250,0.0000,2.9500,0.0250,57.3000,0.0000,11.8000,0.1000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 10:30:00,2024,3,14.2250,0.0000,2.8500,0.0000,56.9000,0.0000,11.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 10:45:00,2024,3,12.9500,0.0000,2.7750,0.0000,51.8000,0.0000,11.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 11:00:00,2024,3,12.1250,0.0000,2.3750,0.0000,48.5000,0.0000,9.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 11:15:00,2024,3,11.9500,0.0000,2.7250,0.0000,47.8000,0.0000,10.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 11:30:00,2024,3,13.4750,0.0000,2.8000,0.0000,53.9000,0.0000,11.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 11:45:00,2024,3,16.3000,0.0000,2.9750,0.0000,65.2000,0.0000,11.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 12:00:00,2024,3,12.7000,0.0000,2.5250,0.0000,50.8000,0.0000,10.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 12:15:00,2024,3,13.4000,0.0000,2.6750,0.0000,53.6000,0.0000,10.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 12:30:00,2024,3,11.8750,0.0000,2.6000,0.0000,47.5000,0.0000,10.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 12:45:00,2024,3,14.6000,0.0000,2.7250,0.0000,58.4000,0.0000,10.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 13:00:00,2024,3,15.8500,0.0000,2.7750,0.0000,63.4000,0.0000,11.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 13:15:00,2024,3,14.6250,0.0000,2.6250,0.0000,58.5000,0.0000,10.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 13:30:00,2024,3,16.0500,0.0000,3.1500,0.0000,64.2000,0.0000,12.6000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 13:45:00,2024,3,16.9250,0.0000,2.7750,0.0000,67.7000,0.0000,11.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 14:00:00,2024,3,14.9250,0.0000,3.3000,0.0000,59.7000,0.0000,13.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 14:15:00,2024,3,12.2500,0.0000,2.8750,0.0000,49.0000,0.0000,11.5000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 14:30:00,2024,3,11.5750,0.0000,2.6750,0.0000,46.3000,0.0000,10.7000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 14:45:00,2024,3,12.4000,0.0000,3.1500,0.0000,49.6000,0.0000,12.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 15:00:00,2024,3,11.7250,0.0000,2.6750,0.0000,46.9000,0.0000,10.7000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 15:15:00,2024,3,12.4250,0.0000,3.3500,0.0000,49.7000,0.0000,13.4000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 15:30:00,2024,3,12.9000,0.0000,2.9000,0.0000,51.6000,0.0000,11.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 15:45:00,2024,3,15.1000,0.0000,2.9000,0.0000,60.4000,0.0000,11.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 16:00:00,2024,3,12.8000,0.0000,3.0000,0.0000,51.2000,0.0000,12.0000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 16:15:00,2024,3,11.9000,0.0000,2.6750,0.0000,47.6000,0.0000,10.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 16:30:00,2024,3,12.9250,0.0000,2.9250,0.0000,51.7000,0.0000,11.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 16:45:00,2024,3,12.2750,0.0000,3.0750,0.0000,49.1000,0.0000,12.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 17:00:00,2024,3,12.0500,0.0000,3.1000,0.0000,48.2000,0.0000,12.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 17:15:00,2024,3,12.0750,0.0000,2.9000,0.0000,48.3000,0.0000,11.6000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 17:30:00,2024,3,12.3750,0.0000,3.0250,0.0000,49.5000,0.0000,12.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 17:45:00,2024,3,13.1500,0.0000,2.9500,0.0000,52.6000,0.0000,11.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 18:00:00,2024,3,15.4750,0.0000,3.0500,0.0000,61.9000,0.0000,12.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 18:15:00,2024,3,11.7500,0.0000,2.8000,0.0000,47.0000,0.0000,11.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 18:30:00,2024,3,12.5000,0.0000,2.8500,0.0000,50.0000,0.0000,11.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 18:45:00,2024,3,12.9750,0.0000,3.2500,0.0000,51.9000,0.0000,13.0000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 19:00:00,2024,3,12.7250,0.0000,2.6000,0.0000,50.9000,0.0000,10.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 19:15:00,2024,3,13.4500,0.0000,2.9500,0.0000,53.8000,0.0000,11.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 19:30:00,2024,3,12.6500,0.0000,2.7250,0.0000,50.6000,0.0000,10.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 19:45:00,2024,3,13.0750,0.0000,2.9500,0.0000,52.3000,0.0000,11.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 20:00:00,2024,3,13.2500,0.0000,2.7000,0.0000,53.0000,0.0000,10.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 20:15:00,2024,3,16.6250,0.0000,3.4750,0.0000,66.5000,0.0000,13.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 20:30:00,2024,3,14.0750,0.0000,2.9250,0.0000,56.3000,0.0000,11.7000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 20:45:00,2024,3,13.5000,0.0000,2.8250,0.0000,54.0000,0.0000,11.3000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 21:00:00,2024,3,14.3500,0.0000,3.0250,0.0000,57.4000,0.0000,12.1000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 21:15:00,2024,3,13.4500,0.0000,2.7250,0.0000,53.8000,0.0000,10.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 21:30:00,2024,3,14.6000,0.0000,3.5250,0.0000,58.4000,0.0000,14.1000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 21:45:00,2024,3,14.2250,0.0000,2.9750,0.0000,56.9000,0.0000,11.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 22:00:00,2024,3,13.8750,0.0000,3.1250,0.0000,55.5000,0.0000,12.5000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 22:15:00,2024,3,15.1250,0.0000,3.0750,0.0000,60.5000,0.0000,12.3000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 22:30:00,2024,3,16.1750,0.0000,2.9250,0.0000,64.7000,0.0000,11.7000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 22:45:00,2024,3,13.8750,0.0000,3.0500,0.0000,55.5000,0.0000,12.2000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 23:00:00,2024,3,14.1250,0.0000,2.9500,0.0000,56.5000,0.0000,11.8000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 23:15:00,2024,3,13.2250,0.0000,2.7500,0.0000,52.9000,0.0000,11.0000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 23:30:00,2024,3,14.0250,0.0000,2.9750,0.0000,56.1000,0.0000,11.9000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,24. 3. 2024 23:45:00,2024,3,13.7750,0.0000,3.0000,0.0000,55.1000,0.0000,12.0000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 00:00:00,2024,3,14.6500,0.0000,2.8000,0.0000,58.6000,0.0000,11.2000,0.0000,5,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 00:15:00,2024,3,14.0750,0.0000,3.1500,0.0000,56.3000,0.0000,12.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 00:30:00,2024,3,16.7500,0.0000,2.7000,0.0000,67.0000,0.0000,10.8000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 00:45:00,2024,3,14.7500,0.0000,3.0500,0.0000,59.0000,0.0000,12.2000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 01:00:00,2024,3,13.6500,0.0000,2.9250,0.0000,54.6000,0.0000,11.7000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 01:15:00,2024,3,13.8250,0.0000,3.0500,0.0000,55.3000,0.0000,12.2000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 01:30:00,2024,3,13.9500,0.0000,3.0750,0.0000,55.8000,0.0000,12.3000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 01:45:00,2024,3,13.6750,0.0000,2.6500,0.0000,54.7000,0.0000,10.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 02:00:00,2024,3,14.3000,0.0000,2.9750,0.0000,57.2000,0.0000,11.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 02:15:00,2024,3,13.1500,0.0000,2.6500,0.0000,52.6000,0.0000,10.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 02:30:00,2024,3,17.3500,0.0000,3.2500,0.0000,69.4000,0.0000,13.0000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 02:45:00,2024,3,14.2500,0.0000,3.0750,0.0000,57.0000,0.0000,12.3000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 03:00:00,2024,3,13.3000,0.0000,2.8750,0.0000,53.2000,0.0000,11.5000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 03:15:00,2024,3,14.1500,0.0000,2.6250,0.0000,56.6000,0.0000,10.5000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 03:30:00,2024,3,13.3750,0.0000,2.6750,0.0000,53.5000,0.0000,10.7000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 03:45:00,2024,3,14.8250,0.0000,3.3000,0.0000,59.3000,0.0000,13.2000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 04:00:00,2024,3,13.6250,0.0000,2.7250,0.0000,54.5000,0.0000,10.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 04:15:00,2024,3,14.1750,0.0000,2.7750,0.0000,56.7000,0.0000,11.1000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 04:30:00,2024,3,17.4000,0.0000,3.0000,0.0000,69.6000,0.0000,12.0000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 04:45:00,2024,3,14.2500,0.0000,2.6250,0.0000,57.0000,0.0000,10.5000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 05:00:00,2024,3,14.3500,0.0000,2.7000,0.0000,57.4000,0.0000,10.8000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 05:15:00,2024,3,14.8250,0.0000,2.9750,0.0000,59.3000,0.0000,11.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 05:30:00,2024,3,15.4250,0.0000,2.5750,0.0000,61.7000,0.0000,10.3000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 05:45:00,2024,3,16.1750,0.0000,3.0250,0.0000,64.7000,0.0000,12.1000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 06:00:00,2024,3,15.8000,0.0000,2.5500,0.0000,63.2000,0.0000,10.2000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 06:15:00,2024,3,16.2500,0.0000,3.9750,0.0000,65.0000,0.0000,15.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 06:30:00,2024,3,20.4750,0.0000,4.2000,0.0000,81.9000,0.0000,16.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 06:45:00,2024,3,18.0750,0.0000,3.6750,0.0000,72.3000,0.0000,14.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 07:00:00,2024,3,19.4000,0.0000,4.1750,0.0000,77.6000,0.0000,16.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 07:15:00,2024,3,22.0750,0.0000,2.4750,0.0000,88.3000,0.0000,9.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 07:30:00,2024,3,28.0000,0.0000,4.6500,0.0000,112.0000,0.0000,18.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 07:45:00,2024,3,32.3750,0.0000,5.3750,0.0000,129.5000,0.0000,21.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 08:00:00,2024,3,40.3000,0.0000,7.2250,0.0000,161.2000,0.0000,28.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 08:15:00,2024,3,47.8750,0.0000,6.6500,0.0000,191.5000,0.0000,26.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 08:30:00,2024,3,46.3000,0.0000,7.0250,0.0000,185.2000,0.0000,28.1000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 08:45:00,2024,3,43.7250,0.0000,7.0500,0.0000,174.9000,0.0000,28.2000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 09:00:00,2024,3,42.2750,0.0000,6.3000,0.0000,169.1000,0.0000,25.2000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 09:15:00,2024,3,36.9250,0.0000,5.1500,0.0000,147.7000,0.0000,20.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 09:30:00,2024,3,34.3500,0.0000,5.1500,0.0000,137.4000,0.0000,20.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 09:45:00,2024,3,45.1500,0.0000,5.6250,0.0000,180.6000,0.0000,22.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 10:00:00,2024,3,52.9000,0.0000,6.4500,0.0000,211.6000,0.0000,25.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 10:15:00,2024,3,51.4250,0.0000,6.6750,0.0000,205.7000,0.0000,26.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 10:30:00,2024,3,52.2500,0.0000,6.6250,0.0000,209.0000,0.0000,26.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 10:45:00,2024,3,47.4000,0.0000,5.1000,0.0000,189.6000,0.0000,20.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 11:00:00,2024,3,43.4250,0.0000,4.4750,0.0000,173.7000,0.0000,17.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 11:15:00,2024,3,41.4500,0.0000,4.6250,0.0000,165.8000,0.0000,18.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 11:30:00,2024,3,41.1500,0.0000,5.8500,0.0000,164.6000,0.0000,23.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 11:45:00,2024,3,42.1000,0.0000,5.7250,0.0000,168.4000,0.0000,22.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 12:00:00,2024,3,42.9500,0.0000,6.0250,0.0000,171.8000,0.0000,24.1000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 12:15:00,2024,3,40.5000,0.0000,6.5000,0.0000,162.0000,0.0000,26.0000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 12:30:00,2024,3,40.9500,0.0000,7.8250,0.0000,163.8000,0.0000,31.3000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 12:45:00,2024,3,36.8500,0.0000,6.1750,0.0000,147.4000,0.0000,24.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 13:00:00,2024,3,42.2250,0.0000,6.7000,0.0000,168.9000,0.0000,26.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 13:15:00,2024,3,49.0250,0.0000,7.3250,0.0000,196.1000,0.0000,29.3000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 13:30:00,2024,3,48.4750,0.0000,6.9250,0.0000,193.9000,0.0000,27.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,25. 3. 2024 13:45:00,2024,3,40.2750,0.0000,6.8000,0.0000,161.1000,0.0000,27.2000,0.0000,2,0.0000,,,,,Ne
